"Timestamp","TZ","Level1_p1 (HZ)","Level1_p2 (HZ)","Level1_p3 (HZ)","Level1_p4 (HZ)","Level2_p1 (HZ)","Level2_p2 (HZ)","Level2_p3 (HZ)","Level2_p4 (HZ)","VibratingWire_13"
2019/02/19 13:07:00.000,n,2664.7956,2662.871,2643.382,2681.3868,2732.2846,2649.8808,2526.598,2711.8806,2824.5604
